0.014414,-57.908,-57.923,28.947,28.873,-58.034,107,112.69,34.836,-42.142,-79.847,-110.44
-18.324,-66.492,-48.168,42.408,15.097,-58.333,133.2,127.07,29.797,-63.182,-86.018,-119.53
-30.339,-56.556,-26.217,43.447,-2.6792,-42.418,127.78,111.42,13.713,-69.247,-79.381,-104.18
-27.344,-44.329,-16.985,35.837,-5.5552,-31.598,117.37,99.151,0.72833,-67.314,-86.023,-101.05
-10.269,-25.354,-15.085,17.812,2.4967,-20.493,95.227,78.324,-17.195,-55.624,-88.212,-96.291
9.7117,-2.5603,-12.272,-3.5757,11.147,-6.926,78.051,66.106,-24.245,-41.222,-85.152,-96.01
18.484,18.069,-0.41483,-18.276,10.707,9.2939,62.712,55.32,-23.603,-26.649,-71.201,-90.465
14.803,27.866,13.064,-21.335,1.0724,21.06,55.033,50.174,-21.599,-20.985,-52.948,-83.188
1.1866,30.133,28.946,-15.66,-13.914,30.602,53.914,44.971,-18.116,-23.044,-33.069,-71.112
-12.088,31.516,43.604,-9.7141,-27.833,37.441,53.329,39.832,-16.821,-27.867,-20.398,-59.774
-17.139,35.903,53.042,-9.382,-35.099,44.535,44.963,30.865,-17.789,-28.15,-17.94,-51.496
-13.334,42.775,56.109,-14.72,-34.715,49.416,30.599,17.816,-21.236,-21.053,-23.06,-49.077
2.1233,57.085,54.962,-29.604,-26.424,56.019,11.03,3.8903,-25.046,-7.2424,-32.013,-49.799
21.238,73.902,52.664,-47.57,-15.708,63.319,-7.4923,-9.4699,-28.57,6.5058,-33.581,-51.594
29.943,81.861,51.917,-55.902,-10.99,66.789,-19.535,-19.248,-30.736,11.645,-28.117,-53.272
26.944,80.092,53.148,-53.518,-13.1,67.346,-20.009,-20.722,-29.858,8.9415,-15.847,-51.721
13.058,73.9,60.842,-43.479,-23.894,68.384,-13.964,-17.01,-24.934,2.1531,-3.1001,-45.985
-2.7655,65.617,68.383,-31.426,-35.574,66.881,-6.8857,-16.121,-23.127,-6.8384,1.6306,-38.758
-11.097,62.907,74.004,-25.905,-42.55,68.565,-5.341,-18.178,-24.765,-12.197,0.72238,-34.756
-6.4823,67.47,73.952,-30.494,-40.217,70.573,-11.842,-24.258,-29.487,-9.3783,-8.4124,-34.36
8.0369,76.892,68.855,-42.464,-30.409,73.13,-24.111,-33.105,-35.315,-1.0069,-21.02,-39.053
23.849,85.425,61.577,-54.637,-18.864,74.129,-35.738,-39.976,-39.156,7.5263,-26.043,-44.907
31.545,88.453,56.908,-59.999,-12.682,73.056,-39.67,-42.53,-38.603,12.125,-21.413,-47.836
27.077,86.038,58.961,-56.557,-15.942,73.693,-35.657,-39.279,-36.661,9.4211,-11.436,-46.785
13.078,79.826,66.748,-46.452,-26.835,74.114,-26.068,-32.935,-32.012,0.18934,0.021728,-41.937
-2.8403,71.739,74.579,-34.449,-38.71,73.152,-17.435,-27.122,-27.388,-7.4992,5.4705,-35.878
-10.957,68.089,79.046,-28.566,-45.001,73.598,-13.226,-26.632,-27.767,-12.153,3.1383,-31.687
-7.2678,69.84,77.108,-31.286,-42.188,73.397,-18.029,-30.831,-31.221,-9.387,-6.554,-31.423
6.304,77.938,71.634,-42.121,-32.665,74.983,-29.06,-38.811,-35.868,-0.19559,-18.828,-35.992
23.813,87.732,63.919,-55.772,-20.053,76.546,-39.686,-45.031,-39.751,8.7235,-24.778,-42.123
31.994,91.526,59.532,-61.76,-13.769,75.457,-43.664,-47.477,-40.866,12.493,-23.247,-46.362
28.229,89.025,60.797,-58.627,-16.284,74.885,-39.694,-44.315,-37.859,10.052,-13.361,-46.516
13.988,81.947,67.959,-47.968,-26.986,75.116,-29.067,-37.04,-33.049,2.0893,-2.1447,-42.095
-1.7709,73.677,75.448,-35.953,-38.61,75.311,-19.363,-30.918,-29.354,-6.5111,2.6367,-35.537
-10.02,70.406,80.426,-30.193,-45.223,75.316,-15.253,-29.047,-27.682,-11.231,1.7259,-30.645
-6.1888,74.388,80.577,-34.1,-43.383,77.487,-20.022,-32.745,-29.976,-7.6496,-7.4552,-30.383
7.1516,82.101,74.949,-44.626,-33.899,79.449,-31.827,-40.854,-35.918,0.084781,-20.813,-35.991
23.854,89.174,65.319,-56.514,-20.732,78.054,-41.895,-46.989,-39.597,7.4205,-27.924,-43.168
31.877,93.013,61.136,-62.445,-14.629,76.861,-46.903,-49.547,-41.441,12.13,-25.782,-47.398
28.983,91.135,62.152,-60.059,-16.584,77.385,-41.878,-45.662,-38.323,10.027,-14.626,-46.87
14.956,83.891,68.935,-49.423,-26.99,77.538,-31.938,-37.877,-31.937,3.0509,-2.1245,-41.918
